@RELATION Kit99999

@ATTRIBUTE countlinecode REAL
@ATTRIBUTE countclassbase REAL
@ATTRIBUTE countclasscoupled REAL
@ATTRIBUTE countclassderived REAL
@ATTRIBUTE countdeclmethodall REAL
@ATTRIBUTE countdeclmethod REAL
@ATTRIBUTE maxinheritancetree REAL
@ATTRIBUTE percentlackofcohesion REAL
@ATTRIBUTE countdeclinstancemethod REAL
@ATTRIBUTE countdeclinstancevariable REAL
@ATTRIBUTE defect {0.0,1.0}

@DATA
160.0,1.0,3.0,0.0,5.0,5.0,1.0,19.0,5.0,1.0,0.0
8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
154.0,1.0,3.0,0.0,6.0,6.0,2.0,0.0,6.0,0.0,0.0
40.0,1.0,5.0,0.0,11.0,3.0,3.0,22.0,3.0,3.0,0.0
17.0,1.0,5.0,0.0,10.0,2.0,3.0,50.0,2.0,1.0,0.0
20.0,1.0,5.0,0.0,10.0,2.0,3.0,25.0,2.0,2.0,0.0
20.0,1.0,5.0,0.0,10.0,2.0,3.0,25.0,2.0,2.0,0.0
21.0,1.0,5.0,0.0,10.0,2.0,3.0,25.0,2.0,2.0,0.0
72.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0
11.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28.0,1.0,3.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0
11.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
876.0,3.0,6.0,0.0,103.0,103.0,1.0,82.0,102.0,6.0,1.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0
103.0,1.0,4.0,0.0,9.0,9.0,1.0,72.0,7.0,4.0,0.0
3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
7.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0
179.0,1.0,9.0,0.0,14.0,14.0,1.0,77.0,13.0,8.0,0.0
7.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
18.0,1.0,4.0,0.0,29.0,1.0,2.0,0.0,1.0,0.0,1.0
183.0,1.0,7.0,0.0,24.0,24.0,1.0,79.0,23.0,6.0,0.0
7.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
217.0,1.0,3.0,0.0,9.0,9.0,1.0,0.0,9.0,2.0,0.0
61.0,1.0,0.0,0.0,6.0,6.0,1.0,0.0,6.0,1.0,0.0
43.0,1.0,2.0,2.0,5.0,5.0,1.0,50.0,5.0,4.0,1.0
18.0,1.0,3.0,0.0,45.0,1.0,2.0,0.0,1.0,0.0,1.0
5.0,1.0,0.0,0.0,7.0,1.0,4.0,0.0,1.0,0.0,1.0
672.0,1.0,9.0,0.0,88.0,88.0,1.0,98.0,1.0,3.0,1.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,1.0,0.0,0.0,5.0,5.0,1.0,19.0,5.0,1.0,0.0
171.0,2.0,2.0,0.0,21.0,21.0,1.0,83.0,20.0,22.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
156.0,1.0,2.0,0.0,7.0,7.0,1.0,0.0,7.0,1.0,0.0
119.0,3.0,5.0,0.0,13.0,13.0,1.0,38.0,13.0,5.0,0.0
12.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
344.0,1.0,11.0,0.0,33.0,33.0,1.0,96.0,0.0,0.0,1.0
89.0,1.0,5.0,0.0,16.0,16.0,1.0,64.0,16.0,3.0,1.0
5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
96.0,1.0,1.0,11.0,6.0,6.0,1.0,55.0,6.0,3.0,1.0
47.0,1.0,2.0,0.0,9.0,9.0,2.0,40.0,9.0,2.0,0.0
99.0,1.0,4.0,0.0,18.0,5.0,4.0,50.0,5.0,2.0,0.0
17.0,1.0,2.0,0.0,8.0,2.0,2.0,50.0,2.0,2.0,0.0
208.0,1.0,2.0,0.0,13.0,13.0,1.0,0.0,0.0,0.0,1.0
5.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
130.0,1.0,4.0,0.0,28.0,15.0,4.0,64.0,15.0,3.0,1.0
294.0,1.0,9.0,209.0,44.0,44.0,1.0,88.0,41.0,5.0,1.0
46.0,2.0,2.0,0.0,3.0,3.0,1.0,33.0,3.0,2.0,0.0
3.0,0.0,1.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
5.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0
54.0,1.0,2.0,5.0,8.0,8.0,2.0,55.0,8.0,3.0,0.0
11.0,1.0,2.0,0.0,45.0,1.0,2.0,0.0,1.0,0.0,0.0
61.0,1.0,2.0,6.0,8.0,8.0,2.0,70.0,8.0,3.0,0.0
55.0,1.0,5.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,0.0
8.0,1.0,2.0,0.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0
10.0,1.0,3.0,0.0,45.0,1.0,2.0,0.0,1.0,0.0,0.0
34.0,1.0,6.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
18.0,1.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
25.0,0.0,4.0,2.0,9.0,9.0,0.0,0.0,9.0,9.0,0.0
3.0,0.0,0.0,49.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
4.0,0.0,1.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
17.0,1.0,2.0,2.0,6.0,5.0,1.0,0.0,5.0,6.0,0.0
146.0,1.0,2.0,0.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0
24.0,1.0,4.0,4.0,12.0,5.0,2.0,80.0,5.0,1.0,0.0
4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
4.0,1.0,2.0,0.0,45.0,1.0,2.0,0.0,1.0,0.0,0.0
24.0,1.0,2.0,0.0,15.0,3.0,3.0,0.0,3.0,1.0,0.0
26.0,1.0,2.0,0.0,15.0,3.0,3.0,0.0,3.0,1.0,0.0
24.0,1.0,2.0,0.0,15.0,3.0,3.0,0.0,3.0,1.0,0.0
26.0,1.0,2.0,0.0,15.0,3.0,3.0,0.0,3.0,1.0,0.0
113.0,1.0,11.0,0.0,25.0,10.0,4.0,0.0,2.0,0.0,1.0
126.0,1.0,8.0,0.0,19.0,19.0,1.0,78.0,12.0,4.0,1.0
21.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
186.0,1.0,3.0,0.0,23.0,23.0,1.0,69.0,14.0,4.0,1.0
58.0,1.0,1.0,0.0,7.0,7.0,2.0,61.0,7.0,3.0,0.0
17.0,1.0,1.0,0.0,2.0,2.0,2.0,50.0,2.0,2.0,0.0
318.0,1.0,3.0,0.0,28.0,15.0,4.0,0.0,15.0,0.0,0.0
241.0,2.0,7.0,0.0,29.0,29.0,1.0,78.0,21.0,11.0,1.0
9.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
385.0,1.0,7.0,0.0,23.0,23.0,1.0,77.0,18.0,8.0,1.0
3.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
232.0,1.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0
33.0,1.0,2.0,2.0,10.0,3.0,2.0,66.0,3.0,3.0,0.0
4.0,1.0,2.0,0.0,45.0,1.0,2.0,0.0,1.0,0.0,0.0
33.0,1.0,2.0,1.0,10.0,3.0,2.0,66.0,3.0,3.0,0.0
4.0,1.0,2.0,0.0,45.0,1.0,2.0,0.0,1.0,0.0,0.0
16.0,1.0,3.0,0.0,12.0,2.0,3.0,0.0,2.0,0.0,0.0
121.0,1.0,3.0,0.0,12.0,2.0,3.0,50.0,2.0,1.0,1.0
12.0,1.0,2.0,0.0,11.0,1.0,3.0,0.0,1.0,0.0,0.0
54.0,2.0,6.0,0.0,10.0,10.0,1.0,19.0,8.0,1.0,0.0
8.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
20.0,1.0,4.0,0.0,244.0,2.0,4.0,75.0,2.0,2.0,1.0
10.0,1.0,3.0,0.0,45.0,1.0,2.0,0.0,1.0,0.0,0.0
80.0,1.0,8.0,0.0,16.0,3.0,4.0,50.0,3.0,2.0,0.0
10.0,2.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
43.0,1.0,5.0,0.0,10.0,3.0,2.0,33.0,3.0,2.0,0.0
4.0,1.0,2.0,0.0,45.0,1.0,2.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
32.0,1.0,0.0,0.0,15.0,8.0,2.0,0.0,7.0,0.0,1.0
8.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
13.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1406.0,1.0,15.0,0.0,165.0,165.0,1.0,88.0,125.0,3.0,1.0
7.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
83.0,1.0,1.0,0.0,11.0,11.0,2.0,72.0,11.0,8.0,0.0
48.0,1.0,1.0,0.0,8.0,8.0,2.0,0.0,8.0,1.0,0.0
548.0,3.0,8.0,1.0,37.0,37.0,1.0,83.0,21.0,7.0,1.0
14.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
15.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0
15.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0
6.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
25.0,1.0,6.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0
6.0,1.0,4.0,0.0,45.0,1.0,2.0,0.0,1.0,0.0,0.0
3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
33.0,1.0,1.0,0.0,3.0,3.0,1.0,33.0,3.0,2.0,0.0
8.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
53.0,2.0,2.0,0.0,8.0,8.0,1.0,25.0,7.0,1.0,0.0
10.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
13.0,0.0,1.0,277.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0
3.0,1.0,1.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0
4.0,0.0,1.0,295.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0
44.0,2.0,2.0,0.0,6.0,6.0,1.0,41.0,6.0,2.0,0.0
10.0,2.0,2.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0
128.0,2.0,2.0,1.0,9.0,9.0,1.0,33.0,8.0,2.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
181.0,1.0,7.0,0.0,17.0,17.0,1.0,81.0,13.0,7.0,1.0
9.0,0.0,1.0,2.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0
427.0,1.0,6.0,0.0,27.0,27.0,2.0,33.0,27.0,1.0,1.0
27.0,2.0,1.0,0.0,7.0,7.0,1.0,75.0,7.0,4.0,1.0
238.0,1.0,6.0,0.0,16.0,16.0,1.0,68.0,13.0,3.0,1.0
118.0,1.0,7.0,0.0,11.0,11.0,1.0,64.0,11.0,9.0,1.0
4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
64.0,1.0,4.0,0.0,19.0,6.0,4.0,16.0,6.0,1.0,0.0
317.0,1.0,7.0,0.0,42.0,42.0,1.0,89.0,0.0,0.0,1.0
4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
23.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
220.0,1.0,8.0,0.0,8.0,8.0,1.0,82.0,1.0,0.0,1.0
3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5.0,1.0,4.0,0.0,24.0,1.0,2.0,0.0,1.0,0.0,0.0
73.0,1.0,3.0,0.0,9.0,9.0,1.0,62.0,9.0,3.0,0.0
82.0,1.0,3.0,0.0,12.0,12.0,1.0,50.0,12.0,1.0,0.0
68.0,2.0,6.0,1.0,8.0,8.0,1.0,42.0,8.0,2.0,0.0
9.0,2.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
9.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0
5.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
7.0,1.0,1.0,0.0,10.0,2.0,2.0,0.0,2.0,0.0,0.0
113.0,1.0,5.0,2.0,11.0,11.0,1.0,68.0,11.0,4.0,1.0
14.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0
8.0,1.0,0.0,2.0,6.0,2.0,3.0,0.0,2.0,0.0,1.0
10.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
72.0,2.0,7.0,0.0,6.0,6.0,1.0,50.0,6.0,3.0,1.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
9.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
11.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0
30.0,1.0,1.0,0.0,16.0,16.0,1.0,0.0,0.0,0.0,1.0
30.0,1.0,2.0,0.0,17.0,4.0,4.0,0.0,4.0,0.0,0.0
66.0,1.0,6.0,0.0,7.0,7.0,1.0,71.0,0.0,0.0,0.0
15.0,1.0,2.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0
68.0,2.0,3.0,0.0,32.0,4.0,2.0,0.0,3.0,0.0,1.0
78.0,2.0,3.0,0.0,7.0,7.0,1.0,0.0,7.0,1.0,0.0
53.0,1.0,0.0,0.0,14.0,14.0,1.0,7.0,13.0,1.0,0.0
1152.0,1.0,30.0,0.0,43.0,43.0,1.0,94.0,1.0,0.0,1.0
4.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
4.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0
4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
5.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
9.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0
4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
191.0,2.0,17.0,0.0,11.0,11.0,1.0,59.0,11.0,2.0,0.0
18.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
5.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
16.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0
37.0,1.0,0.0,0.0,3.0,3.0,1.0,33.0,2.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
41.0,1.0,3.0,1.0,3.0,3.0,1.0,53.0,3.0,5.0,0.0
5.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0
5.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0
5.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0
5.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0
5.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
84.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0
73.0,1.0,2.0,0.0,21.0,21.0,1.0,76.0,21.0,1.0,0.0
6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
118.0,1.0,12.0,0.0,7.0,7.0,1.0,36.0,7.0,9.0,1.0
89.0,1.0,1.0,0.0,2.0,2.0,1.0,25.0,2.0,2.0,0.0
73.0,1.0,2.0,0.0,14.0,14.0,1.0,76.0,14.0,3.0,0.0
19.0,1.0,7.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
10.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0
29.0,1.0,0.0,0.0,9.0,9.0,1.0,0.0,1.0,0.0,1.0
32.0,1.0,1.0,0.0,7.0,7.0,1.0,78.0,0.0,0.0,1.0
72.0,1.0,0.0,0.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0
22.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
37.0,1.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0
82.0,1.0,4.0,0.0,8.0,8.0,1.0,81.0,0.0,0.0,0.0
7.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
75.0,1.0,7.0,0.0,15.0,8.0,2.0,45.0,8.0,3.0,1.0
68.0,1.0,2.0,4.0,7.0,7.0,1.0,62.0,7.0,4.0,0.0
15.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
136.0,1.0,5.0,2.0,11.0,11.0,1.0,75.0,11.0,6.0,0.0
15.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
26.0,2.0,3.0,0.0,3.0,3.0,1.0,16.0,3.0,2.0,0.0
98.0,1.0,1.0,0.0,20.0,20.0,1.0,83.0,1.0,0.0,1.0
4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
143.0,1.0,6.0,0.0,26.0,13.0,4.0,81.0,13.0,3.0,0.0
8.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
5.0,1.0,0.0,0.0,7.0,1.0,4.0,0.0,1.0,0.0,1.0
137.0,1.0,2.0,5.0,11.0,11.0,1.0,66.0,5.0,0.0,0.0
27.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,4.0,1.0,0.0
63.0,1.0,3.0,0.0,5.0,5.0,2.0,60.0,5.0,2.0,0.0
90.0,1.0,6.0,0.0,9.0,9.0,1.0,59.0,8.0,5.0,0.0
155.0,2.0,4.0,0.0,22.0,22.0,1.0,68.0,8.0,1.0,1.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
278.0,1.0,13.0,0.0,41.0,41.0,1.0,68.0,38.0,2.0,1.0
10.0,1.0,0.0,3.0,7.0,7.0,1.0,0.0,7.0,0.0,1.0
579.0,2.0,3.0,0.0,37.0,37.0,1.0,56.0,35.0,3.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
5.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,1.0
549.0,1.0,14.0,0.0,62.0,49.0,4.0,95.0,49.0,2.0,0.0
7.0,1.0,0.0,0.0,6.0,1.0,3.0,0.0,1.0,1.0,0.0
17.0,1.0,1.0,0.0,35.0,3.0,3.0,50.0,3.0,2.0,1.0
23.0,1.0,2.0,1.0,5.0,3.0,2.0,58.0,3.0,4.0,0.0
1004.0,1.0,5.0,2.0,36.0,35.0,1.0,0.0,35.0,0.0,1.0
958.0,2.0,11.0,1.0,32.0,4.0,2.0,0.0,3.0,0.0,1.0
573.0,2.0,8.0,0.0,38.0,38.0,1.0,2.0,38.0,1.0,1.0
99.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0
94.0,2.0,3.0,1.0,32.0,4.0,2.0,0.0,3.0,0.0,1.0
42.0,2.0,4.0,0.0,5.0,5.0,1.0,19.0,5.0,1.0,0.0
67.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
64.0,2.0,3.0,2.0,32.0,4.0,2.0,0.0,3.0,0.0,1.0
25.0,2.0,4.0,0.0,4.0,4.0,1.0,25.0,4.0,1.0,0.0
75.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
72.0,2.0,3.0,1.0,32.0,4.0,2.0,0.0,3.0,0.0,1.0
29.0,2.0,4.0,0.0,4.0,4.0,1.0,25.0,4.0,1.0,0.0
6.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
12.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
6.0,1.0,0.0,5.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
22.0,1.0,1.0,0.0,5.0,3.0,2.0,33.0,3.0,2.0,0.0
349.0,1.0,20.0,0.0,20.0,20.0,1.0,82.0,18.0,7.0,1.0
33.0,1.0,6.0,0.0,4.0,4.0,1.0,37.0,4.0,2.0,0.0
14.0,1.0,7.0,0.0,45.0,1.0,2.0,0.0,1.0,0.0,0.0
14.0,1.0,1.0,0.0,34.0,2.0,3.0,0.0,2.0,0.0,1.0
24.0,1.0,3.0,0.0,34.0,2.0,3.0,0.0,2.0,1.0,1.0
35.0,1.0,5.0,0.0,3.0,3.0,1.0,44.0,3.0,3.0,0.0
15.0,1.0,6.0,0.0,45.0,1.0,2.0,0.0,1.0,0.0,0.0
9.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0
14.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0
11.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0
7.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0
348.0,1.0,9.0,1.0,33.0,18.0,4.0,92.0,18.0,2.0,0.0
45.0,1.0,1.0,0.0,5.0,5.0,2.0,60.0,5.0,5.0,0.0
26.0,1.0,1.0,0.0,5.0,4.0,2.0,56.0,4.0,4.0,0.0
150.0,1.0,6.0,0.0,44.0,11.0,5.0,54.0,11.0,1.0,0.0
11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
137.0,2.0,5.0,0.0,21.0,21.0,1.0,70.0,20.0,10.0,1.0
9.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
28.0,1.0,5.0,0.0,125.0,4.0,3.0,0.0,4.0,0.0,1.0
216.0,4.0,21.0,6.0,133.0,33.0,2.0,87.0,33.0,9.0,1.0
27.0,1.0,3.0,0.0,11.0,3.0,3.0,33.0,3.0,2.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
122.0,1.0,13.0,0.0,148.0,15.0,3.0,73.0,15.0,2.0,1.0
24.0,1.0,2.0,0.0,11.0,3.0,3.0,33.0,3.0,1.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
228.0,1.0,9.0,1.0,18.0,18.0,1.0,80.0,18.0,6.0,0.0
3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
12.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0
3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
175.0,1.0,10.0,0.0,155.0,22.0,3.0,83.0,22.0,6.0,1.0
24.0,1.0,2.0,0.0,11.0,3.0,3.0,33.0,3.0,1.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
6.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
19.0,1.0,1.0,0.0,14.0,1.0,4.0,0.0,1.0,0.0,0.0
180.0,1.0,9.0,0.0,155.0,22.0,3.0,77.0,22.0,5.0,1.0
24.0,1.0,2.0,0.0,11.0,3.0,3.0,33.0,3.0,1.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
5.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
150.0,1.0,8.0,0.0,150.0,17.0,3.0,78.0,17.0,5.0,1.0
29.0,1.0,2.0,0.0,11.0,3.0,3.0,33.0,3.0,1.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
8.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
714.0,2.0,26.0,5.0,100.0,100.0,1.0,95.0,100.0,30.0,1.0
17.0,1.0,2.0,10.0,8.0,2.0,2.0,0.0,2.0,0.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
4.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
856.0,3.0,35.0,3.0,516.0,49.0,6.0,90.0,49.0,10.0,1.0
29.0,1.0,5.0,0.0,45.0,1.0,2.0,0.0,1.0,0.0,0.0
97.0,2.0,7.0,0.0,9.0,9.0,1.0,71.0,9.0,14.0,0.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
40.0,1.0,9.0,0.0,40.0,2.0,3.0,0.0,2.0,1.0,1.0
5.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
5.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
5.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
5.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
28.0,1.0,2.0,0.0,126.0,6.0,3.0,0.0,6.0,0.0,1.0
187.0,2.0,13.0,1.0,119.0,21.0,2.0,82.0,21.0,7.0,1.0
9.0,1.0,2.0,0.0,45.0,1.0,2.0,0.0,1.0,0.0,0.0
4.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
11.0,2.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
94.0,1.0,7.0,0.0,919.0,5.0,4.0,64.0,5.0,5.0,1.0
15.0,1.0,3.0,0.0,34.0,2.0,4.0,50.0,2.0,1.0,1.0
153.0,2.0,5.0,2.0,120.0,20.0,2.0,81.0,20.0,4.0,1.0
155.0,2.0,8.0,0.0,27.0,16.0,2.0,85.0,16.0,8.0,1.0
4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
21.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0
65.0,1.0,8.0,0.0,24.0,6.0,2.0,50.0,6.0,1.0,0.0
